model,k,param,train,cv
RF,30,"n=10,d=5,leaf=9",0.769,0.725
RF,30,"n=10,d=None,leaf=1",1.0,0.718
RF,30,"n=10,d=None,leaf=3",0.872,0.696
RF,30,"n=10,d=None,leaf=9",0.821,0.671
RF,30,"n=50,d=3,leaf=1",0.949,0.721
RF,30,"n=50,d=3,leaf=3",0.846,0.696
RF,30,"n=50,d=3,leaf=9",0.795,0.721
RF,30,"n=50,d=5,leaf=1",0.974,0.671
RF,30,"n=50,d=5,leaf=3",0.949,0.696
RF,30,"n=50,d=5,leaf=9",0.769,0.775
RF,30,"n=50,d=None,leaf=1",1.0,0.725
RF,30,"n=50,d=None,leaf=3",0.923,0.75
RF,30,"n=50,d=None,leaf=9",0.769,0.746
RF,30,"n=100,d=3,leaf=1",1.0,0.671
RF,30,"n=100,d=3,leaf=3",0.897,0.721
RF,30,"n=100,d=3,leaf=9",0.795,0.671
RF,30,"n=100,d=5,leaf=1",1.0,0.696
RF,30,"n=100,d=5,leaf=3",0.897,0.671
RF,30,"n=100,d=5,leaf=9",0.744,0.721
RF,30,"n=100,d=None,leaf=1",1.0,0.696
RF,30,"n=100,d=None,leaf=3",0.923,0.671
RF,30,"n=100,d=None,leaf=9",0.795,0.721
XGB,30,"n=10,d=3,lr=0.05",0.769,0.7
XGB,30,"n=10,d=3,lr=0.1",0.923,0.8
XGB,30,"n=10,d=6,lr=0.05",0.769,0.7
XGB,30,"n=10,d=6,lr=0.1",0.923,0.8
XGB,30,"n=50,d=3,lr=0.05",0.923,0.825
XGB,30,"n=50,d=3,lr=0.1",0.923,0.721
XGB,30,"n=50,d=6,lr=0.05",0.923,0.825
XGB,30,"n=50,d=6,lr=0.1",0.949,0.721
XGB,30,"n=100,d=3,lr=0.05",0.923,0.8
XGB,30,"n=100,d=3,lr=0.1",1.0,0.696
XGB,30,"n=100,d=6,lr=0.05",0.923,0.8
XGB,30,"n=100,d=6,lr=0.1",0.974,0.696
CatBoost,30,"n=10,d=3,lr=0.05",0.897,0.671
CatBoost,30,"n=10,d=3,lr=0.1",0.923,0.671
CatBoost,30,"n=10,d=6,lr=0.05",0.923,0.8
CatBoost,30,"n=10,d=6,lr=0.1",0.949,0.75
CatBoost,30,"n=50,d=3,lr=0.05",1.0,0.771
CatBoost,30,"n=50,d=3,lr=0.1",1.0,0.746
CatBoost,30,"n=50,d=6,lr=0.05",1.0,0.85
CatBoost,30,"n=50,d=6,lr=0.1",1.0,0.825
CatBoost,30,"n=100,d=3,lr=0.05",1.0,0.771
CatBoost,30,"n=100,d=3,lr=0.1",1.0,0.825
CatBoost,30,"n=100,d=6,lr=0.05",1.0,0.85
CatBoost,30,"n=100,d=6,lr=0.1",1.0,0.85
LogReg,40,C=0.1,0.795,0.775
LogReg,40,C=1,0.897,0.664
LogReg,40,C=10,0.974,0.711
MLP,40,"h=(40,),relu",1.0,0.764
MLP,40,"h=(40,),tanh",1.0,0.686
MLP,40,"h=(40, 20),relu",1.0,0.689
MLP,40,"h=(40, 20),tanh",1.0,0.711
SVM,40,"C=1,linear",0.923,0.714
SVM,40,"C=1,rbf",0.897,0.775
SVM,40,"C=10,linear",0.974,0.636
SVM,40,"C=10,rbf",1.0,0.743
DT,40,"d=3,leaf=1",0.897,0.693
DT,40,"d=3,leaf=3",0.872,0.718
DT,40,"d=3,leaf=9",0.846,0.693
DT,40,"d=5,leaf=1",1.0,0.643
DT,40,"d=5,leaf=3",0.949,0.743
DT,40,"d=5,leaf=9",0.846,0.643
DT,40,"d=None,leaf=1",1.0,0.671
DT,40,"d=None,leaf=3",0.949,0.718
DT,40,"d=None,leaf=9",0.846,0.693
RF,40,"n=10,d=3,leaf=1",0.949,0.85
RF,40,"n=10,d=3,leaf=3",0.923,0.696
RF,40,"n=10,d=3,leaf=9",0.846,0.618
RF,40,"n=10,d=5,leaf=1",0.974,0.668
RF,40,"n=10,d=5,leaf=3",0.949,0.718
RF,40,"n=10,d=5,leaf=9",0.795,0.671
RF,40,"n=10,d=None,leaf=1",0.974,0.746
RF,40,"n=10,d=None,leaf=3",0.923,0.721
RF,40,"n=10,d=None,leaf=9",0.769,0.671
RF,40,"n=50,d=3,leaf=1",0.974,0.671
RF,40,"n=50,d=3,leaf=3",0.949,0.721
RF,40,"n=50,d=3,leaf=9",0.795,0.696
RF,40,"n=50,d=5,leaf=1",1.0,0.671
RF,40,"n=50,d=5,leaf=3",0.949,0.696
RF,40,"n=50,d=5,leaf=9",0.795,0.771
RF,40,"n=50,d=None,leaf=1",1.0,0.7
RF,40,"n=50,d=None,leaf=3",0.949,0.721
RF,40,"n=50,d=None,leaf=9",0.846,0.721
RF,40,"n=100,d=3,leaf=1",0.949,0.671
RF,40,"n=100,d=3,leaf=3",0.923,0.771
RF,40,"n=100,d=3,leaf=9",0.769,0.721
RF,40,"n=100,d=5,leaf=1",1.0,0.743
RF,40,"n=100,d=5,leaf=3",0.949,0.75
RF,40,"n=100,d=5,leaf=9",0.769,0.696
RF,40,"n=100,d=None,leaf=1",1.0,0.721
RF,40,"n=100,d=None,leaf=3",0.923,0.696
RF,40,"n=100,d=None,leaf=9",0.795,0.746
XGB,40,"n=10,d=3,lr=0.05",0.795,0.643
XGB,40,"n=10,d=3,lr=0.1",0.897,0.643
XGB,40,"n=10,d=6,lr=0.05",0.795,0.643
XGB,40,"n=10,d=6,lr=0.1",0.897,0.643
XGB,40,"n=50,d=3,lr=0.05",0.974,0.718
XGB,40,"n=50,d=3,lr=0.1",1.0,0.693
XGB,40,"n=50,d=6,lr=0.05",0.974,0.718
XGB,40,"n=50,d=6,lr=0.1",1.0,0.693
XGB,40,"n=100,d=3,lr=0.05",0.974,0.693
XGB,40,"n=100,d=3,lr=0.1",1.0,0.668
XGB,40,"n=100,d=6,lr=0.05",0.974,0.693
XGB,40,"n=100,d=6,lr=0.1",1.0,0.668
CatBoost,40,"n=10,d=3,lr=0.05",0.923,0.746
CatBoost,40,"n=10,d=3,lr=0.1",0.949,0.746
CatBoost,40,"n=10,d=6,lr=0.05",0.949,0.721
CatBoost,40,"n=10,d=6,lr=0.1",0.974,0.721
CatBoost,40,"n=50,d=3,lr=0.05",1.0,0.775
CatBoost,40,"n=50,d=3,lr=0.1",1.0,0.743
CatBoost,40,"n=50,d=6,lr=0.05",1.0,0.821
CatBoost,40,"n=50,d=6,lr=0.1",1.0,0.771
CatBoost,40,"n=100,d=3,lr=0.05",1.0,0.796
CatBoost,40,"n=100,d=3,lr=0.1",1.0,0.718
CatBoost,40,"n=100,d=6,lr=0.05",1.0,0.743
CatBoost,40,"n=100,d=6,lr=0.1",1.0,0.746
LogReg,50,C=0.1,0.795,0.725
LogReg,50,C=1,0.923,0.661
LogReg,50,C=10,0.974,0.711
MLP,50,"h=(50,),relu",1.0,0.743
MLP,50,"h=(50,),tanh",1.0,0.711
MLP,50,"h=(50, 25),relu",1.0,0.739
MLP,50,"h=(50, 25),tanh",1.0,0.686
SVM,50,"C=1,linear",0.949,0.714
SVM,50,"C=1,rbf",0.872,0.7
SVM,50,"C=10,linear",0.974,0.661
SVM,50,"C=10,rbf",0.974,0.743
DT,50,"d=3,leaf=1",0.897,0.668
DT,50,"d=3,leaf=3",0.872,0.718
DT,50,"d=3,leaf=9",0.846,0.643
DT,50,"d=5,leaf=1",1.0,0.618
DT,50,"d=5,leaf=3",0.949,0.718
DT,50,"d=5,leaf=9",0.846,0.643
DT,50,"d=None,leaf=1",1.0,0.618
DT,50,"d=None,leaf=3",0.949,0.718
DT,50,"d=None,leaf=9",0.846,0.643
RF,50,"n=10,d=3,leaf=1",0.923,0.725
RF,50,"n=10,d=3,leaf=3",0.897,0.696
RF,50,"n=10,d=3,leaf=9",0.744,0.746
RF,50,"n=10,d=5,leaf=1",0.974,0.8
RF,50,"n=10,d=5,leaf=3",0.923,0.721
RF,50,"n=10,d=5,leaf=9",0.795,0.671
RF,50,"n=10,d=None,leaf=1",1.0,0.721
RF,50,"n=10,d=None,leaf=3",0.923,0.718
RF,50,"n=10,d=None,leaf=9",0.795,0.725
RF,50,"n=50,d=3,leaf=1",0.974,0.775
RF,50,"n=50,d=3,leaf=3",0.923,0.75
RF,50,"n=50,d=3,leaf=9",0.795,0.746
RF,50,"n=50,d=5,leaf=1",1.0,0.725
RF,50,"n=50,d=5,leaf=3",0.949,0.721
RF,50,"n=50,d=5,leaf=9",0.795,0.746
RF,50,"n=50,d=None,leaf=1",1.0,0.696
RF,50,"n=50,d=None,leaf=3",0.923,0.696
RF,50,"n=50,d=None,leaf=9",0.795,0.721
RF,50,"n=100,d=3,leaf=1",1.0,0.696
RF,50,"n=100,d=3,leaf=3",0.923,0.696
RF,50,"n=100,d=3,leaf=9",0.795,0.721
RF,50,"n=100,d=5,leaf=1",1.0,0.671
RF,50,"n=100,d=5,leaf=3",0.949,0.696
RF,50,"n=100,d=5,leaf=9",0.821,0.746
RF,50,"n=100,d=None,leaf=1",1.0,0.8
RF,50,"n=100,d=None,leaf=3",0.923,0.75
RF,50,"n=100,d=None,leaf=9",0.795,0.696
XGB,50,"n=10,d=3,lr=0.05",0.795,0.643
XGB,50,"n=10,d=3,lr=0.1",0.897,0.643
XGB,50,"n=10,d=6,lr=0.05",0.795,0.643
XGB,50,"n=10,d=6,lr=0.1",0.897,0.643
XGB,50,"n=50,d=3,lr=0.05",0.974,0.718
XGB,50,"n=50,d=3,lr=0.1",1.0,0.693
XGB,50,"n=50,d=6,lr=0.05",0.974,0.718
XGB,50,"n=50,d=6,lr=0.1",1.0,0.693
XGB,50,"n=100,d=3,lr=0.05",0.974,0.693
XGB,50,"n=100,d=3,lr=0.1",1.0,0.668
XGB,50,"n=100,d=6,lr=0.05",0.974,0.693
XGB,50,"n=100,d=6,lr=0.1",1.0,0.668
CatBoost,50,"n=10,d=3,lr=0.05",0.923,0.771
CatBoost,50,"n=10,d=3,lr=0.1",0.897,0.721
CatBoost,50,"n=10,d=6,lr=0.05",0.974,0.746
CatBoost,50,"n=10,d=6,lr=0.1",1.0,0.746
CatBoost,50,"n=50,d=3,lr=0.05",1.0,0.746
CatBoost,50,"n=50,d=3,lr=0.1",1.0,0.718
CatBoost,50,"n=50,d=6,lr=0.05",1.0,0.768
CatBoost,50,"n=50,d=6,lr=0.1",1.0,0.768
CatBoost,50,"n=100,d=3,lr=0.05",1.0,0.796
CatBoost,50,"n=100,d=3,lr=0.1",1.0,0.693
CatBoost,50,"n=100,d=6,lr=0.05",1.0,0.771
CatBoost,50,"n=100,d=6,lr=0.1",1.0,0.768
